id,polygon,income,household_size,vehicles,number_of_workers
3428,"POLYGON ((-9236489.074934153 4857861.866040014, -9236509.074934153 4857881.866040014, -9236529.074934153 4857861.866040014, -9236489.074934153 4857861.866040014, -9236529.074934153 4857861.866040014, -9236529.074934153 4857831.866040014, -9236514.074934153 4857831.866040014, -9236514.074934153 4857846.866040014, -9236504.074934153 4857846.866040014, -9236504.074934153 4857831.866040014, -9236514.074934153 4857831.866040014, -9236489.074934153 4857831.866040014, -9236489.074934153 4857861.866040014))",100000,2,1,1
3429,"POLYGON ((-9236519.292398961 4857696.797124282, -9236539.292398961 4857716.797124282, -9236559.292398961 4857696.797124282, -9236519.292398961 4857696.797124282, -9236559.292398961 4857696.797124282, -9236559.292398961 4857666.797124282, -9236544.292398961 4857666.797124282, -9236544.292398961 4857681.797124282, -9236534.292398961 4857681.797124282, -9236534.292398961 4857666.797124282, -9236544.292398961 4857666.797124282, -9236519.292398961 4857666.797124282, -9236519.292398961 4857696.797124282))",20000,3,1,1
3430,"POLYGON ((-9237590.73188655 4858507.2626457475, -9237610.73188655 4858527.2626457475, -9237630.73188655 4858507.2626457475, -9237590.73188655 4858507.2626457475, -9237630.73188655 4858507.2626457475, -9237630.73188655 4858477.2626457475, -9237615.73188655 4858477.2626457475, -9237615.73188655 4858492.2626457475, -9237605.73188655 4858492.2626457475, -9237605.73188655 4858477.2626457475, -9237615.73188655 4858477.2626457475, -9237590.73188655 4858477.2626457475, -9237590.73188655 4858507.2626457475))",48000,3,1,1
3431,"POLYGON ((-9237430.168227177 4858519.311023258, -9237450.168227177 4858539.311023258, -9237470.168227177 4858519.311023258, -9237430.168227177 4858519.311023258, -9237470.168227177 4858519.311023258, -9237470.168227177 4858489.311023258, -9237455.168227177 4858489.311023258, -9237455.168227177 4858504.311023258, -9237445.168227177 4858504.311023258, -9237445.168227177 4858489.311023258, -9237455.168227177 4858489.311023258, -9237430.168227177 4858489.311023258, -9237430.168227177 4858519.311023258))",74000,3,2,1
3432,"POLYGON ((-9237329.233272169 4858533.983404132, -9237349.233272169 4858553.983404132, -9237369.233272169 4858533.983404132, -9237329.233272169 4858533.983404132, -9237369.233272169 4858533.983404132, -9237369.233272169 4858503.983404132, -9237354.233272169 4858503.983404132, -9237354.233272169 4858518.983404132, -9237344.233272169 4858518.983404132, -9237344.233272169 4858503.983404132, -9237354.233272169 4858503.983404132, -9237329.233272169 4858503.983404132, -9237329.233272169 4858533.983404132))",51000,4,0,0
3433,"POLYGON ((-9237383.086919026 4858496.569599189, -9237403.086919026 4858516.569599189, -9237423.086919026 4858496.569599189, -9237383.086919026 4858496.569599189, -9237423.086919026 4858496.569599189, -9237423.086919026 4858466.569599189, -9237408.086919026 4858466.569599189, -9237408.086919026 4858481.569599189, -9237398.086919026 4858481.569599189, -9237398.086919026 4858466.569599189, -9237408.086919026 4858466.569599189, -9237383.086919026 4858466.569599189, -9237383.086919026 4858496.569599189))",105000,1,1,1
3434,"POLYGON ((-9237434.869278625 4858443.060779431, -9237454.869278625 4858463.060779431, -9237474.869278625 4858443.060779431, -9237434.869278625 4858443.060779431, -9237474.869278625 4858443.060779431, -9237474.869278625 4858413.060779431, -9237459.869278625 4858413.060779431, -9237459.869278625 4858428.060779431, -9237449.869278625 4858428.060779431, -9237449.869278625 4858413.060779431, -9237459.869278625 4858413.060779431, -9237434.869278625 4858413.060779431, -9237434.869278625 4858443.060779431))",60000,1,0,0
3435,"POLYGON ((-9237407.668657495 4858345.191220475, -9237427.668657495 4858365.191220475, -9237447.668657495 4858345.191220475, -9237407.668657495 4858345.191220475, -9237447.668657495 4858345.191220475, -9237447.668657495 4858315.191220475, -9237432.668657495 4858315.191220475, -9237432.668657495 4858330.191220475, -9237422.668657495 4858330.191220475, -9237422.668657495 4858315.191220475, -9237432.668657495 4858315.191220475, -9237407.668657495 4858315.191220475, -9237407.668657495 4858345.191220475))",101000,4,3,1
3436,"POLYGON ((-9237393.348320354 4858428.084338755, -9237413.348320354 4858448.084338755, -9237433.348320354 4858428.084338755, -9237393.348320354 4858428.084338755, -9237433.348320354 4858428.084338755, -9237433.348320354 4858398.084338755, -9237418.348320354 4858398.084338755, -9237418.348320354 4858413.084338755, -9237408.348320354 4858413.084338755, -9237408.348320354 4858398.084338755, -9237418.348320354 4858398.084338755, -9237393.348320354 4858398.084338755, -9237393.348320354 4858428.084338755))",63000,1,1,1
3437,"POLYGON ((-9237245.532281011 4858512.806614074, -9237265.532281011 4858532.806614074, -9237285.532281011 4858512.806614074, -9237245.532281011 4858512.806614074, -9237285.532281011 4858512.806614074, -9237285.532281011 4858482.806614074, -9237270.532281011 4858482.806614074, -9237270.532281011 4858497.806614074, -9237260.532281011 4858497.806614074, -9237260.532281011 4858482.806614074, -9237270.532281011 4858482.806614074, -9237245.532281011 4858482.806614074, -9237245.532281011 4858512.806614074))",36000,3,2,1
3438,"POLYGON ((-9237286.50556135 4858487.971153089, -9237306.50556135 4858507.971153089, -9237326.50556135 4858487.971153089, -9237286.50556135 4858487.971153089, -9237326.50556135 4858487.971153089, -9237326.50556135 4858457.971153089, -9237311.50556135 4858457.971153089, -9237311.50556135 4858472.971153089, -9237301.50556135 4858472.971153089, -9237301.50556135 4858457.971153089, -9237311.50556135 4858457.971153089, -9237286.50556135 4858457.971153089, -9237286.50556135 4858487.971153089))",42000,2,2,2
3439,"POLYGON ((-9237304.241224023 4858611.513280648, -9237324.241224023 4858631.513280648, -9237344.241224023 4858611.513280648, -9237304.241224023 4858611.513280648, -9237344.241224023 4858611.513280648, -9237344.241224023 4858581.513280648, -9237329.241224023 4858581.513280648, -9237329.241224023 4858596.513280648, -9237319.241224023 4858596.513280648, -9237319.241224023 4858581.513280648, -9237329.241224023 4858581.513280648, -9237304.241224023 4858581.513280648, -9237304.241224023 4858611.513280648))",31000,4,2,2
3440,"POLYGON ((-9237313.079643277 4858666.0455935225, -9237333.079643277 4858686.0455935225, -9237353.079643277 4858666.0455935225, -9237313.079643277 4858666.0455935225, -9237353.079643277 4858666.0455935225, -9237353.079643277 4858636.0455935225, -9237338.079643277 4858636.0455935225, -9237338.079643277 4858651.0455935225, -9237328.079643277 4858651.0455935225, -9237328.079643277 4858636.0455935225, -9237338.079643277 4858636.0455935225, -9237313.079643277 4858636.0455935225, -9237313.079643277 4858666.0455935225))",34000,4,2,1
3441,"POLYGON ((-9237252.497138692 4858662.923961638, -9237272.497138692 4858682.923961638, -9237292.497138692 4858662.923961638, -9237252.497138692 4858662.923961638, -9237292.497138692 4858662.923961638, -9237292.497138692 4858632.923961638, -9237277.497138692 4858632.923961638, -9237277.497138692 4858647.923961638, -9237267.497138692 4858647.923961638, -9237267.497138692 4858632.923961638, -9237277.497138692 4858632.923961638, -9237252.497138692 4858632.923961638, -9237252.497138692 4858662.923961638))",68000,4,1,1
3442,"POLYGON ((-9237375.785656426 4858547.0937987985, -9237395.785656426 4858567.0937987985, -9237415.785656426 4858547.0937987985, -9237375.785656426 4858547.0937987985, -9237415.785656426 4858547.0937987985, -9237415.785656426 4858517.0937987985, -9237400.785656426 4858517.0937987985, -9237400.785656426 4858532.0937987985, -9237390.785656426 4858532.0937987985, -9237390.785656426 4858517.0937987985, -9237400.785656426 4858517.0937987985, -9237375.785656426 4858517.0937987985, -9237375.785656426 4858547.0937987985))",25000,3,1,1
3443,"POLYGON ((-9237284.547793504 4858550.743772161, -9237304.547793504 4858570.743772161, -9237324.547793504 4858550.743772161, -9237284.547793504 4858550.743772161, -9237324.547793504 4858550.743772161, -9237324.547793504 4858520.743772161, -9237309.547793504 4858520.743772161, -9237309.547793504 4858535.743772161, -9237299.547793504 4858535.743772161, -9237299.547793504 4858520.743772161, -9237309.547793504 4858520.743772161, -9237284.547793504 4858520.743772161, -9237284.547793504 4858550.743772161))",60000,4,0,1
3444,"POLYGON ((-9237138.78698213 4858516.25509407, -9237158.78698213 4858536.25509407, -9237178.78698213 4858516.25509407, -9237138.78698213 4858516.25509407, -9237178.78698213 4858516.25509407, -9237178.78698213 4858486.25509407, -9237163.78698213 4858486.25509407, -9237163.78698213 4858501.25509407, -9237153.78698213 4858501.25509407, -9237153.78698213 4858486.25509407, -9237163.78698213 4858486.25509407, -9237138.78698213 4858486.25509407, -9237138.78698213 4858516.25509407))",12000,1,1,1
3445,"POLYGON ((-9237178.89841338 4858530.50464347, -9237198.89841338 4858550.50464347, -9237218.89841338 4858530.50464347, -9237178.89841338 4858530.50464347, -9237218.89841338 4858530.50464347, -9237218.89841338 4858500.50464347, -9237203.89841338 4858500.50464347, -9237203.89841338 4858515.50464347, -9237193.89841338 4858515.50464347, -9237193.89841338 4858500.50464347, -9237203.89841338 4858500.50464347, -9237178.89841338 4858500.50464347, -9237178.89841338 4858530.50464347))",120000,3,1,2
3446,"POLYGON ((-9237187.314172503 4858348.3640733035, -9237207.314172503 4858368.3640733035, -9237227.314172503 4858348.3640733035, -9237187.314172503 4858348.3640733035, -9237227.314172503 4858348.3640733035, -9237227.314172503 4858318.3640733035, -9237212.314172503 4858318.3640733035, -9237212.314172503 4858333.3640733035, -9237202.314172503 4858333.3640733035, -9237202.314172503 4858318.3640733035, -9237212.314172503 4858318.3640733035, -9237187.314172503 4858318.3640733035, -9237187.314172503 4858348.3640733035))",74000,2,1,1
3447,"POLYGON ((-9237142.86340734 4858437.2365448885, -9237162.86340734 4858457.2365448885, -9237182.86340734 4858437.2365448885, -9237142.86340734 4858437.2365448885, -9237182.86340734 4858437.2365448885, -9237182.86340734 4858407.2365448885, -9237167.86340734 4858407.2365448885, -9237167.86340734 4858422.2365448885, -9237157.86340734 4858422.2365448885, -9237157.86340734 4858407.2365448885, -9237167.86340734 4858407.2365448885, -9237142.86340734 4858407.2365448885, -9237142.86340734 4858437.2365448885))",50000,1,1,1
3448,"POLYGON ((-9237186.633137457 4858477.177868877, -9237206.633137457 4858497.177868877, -9237226.633137457 4858477.177868877, -9237186.633137457 4858477.177868877, -9237226.633137457 4858477.177868877, -9237226.633137457 4858447.177868877, -9237211.633137457 4858447.177868877, -9237211.633137457 4858462.177868877, -9237201.633137457 4858462.177868877, -9237201.633137457 4858447.177868877, -9237211.633137457 4858447.177868877, -9237186.633137457 4858447.177868877, -9237186.633137457 4858477.177868877))",31000,4,1,1
3449,"POLYGON ((-9237036.349718083 4858618.080478515, -9237056.349718083 4858638.080478515, -9237076.349718083 4858618.080478515, -9237036.349718083 4858618.080478515, -9237076.349718083 4858618.080478515, -9237076.349718083 4858588.080478515, -9237061.349718083 4858588.080478515, -9237061.349718083 4858603.080478515, -9237051.349718083 4858603.080478515, -9237051.349718083 4858588.080478515, -9237061.349718083 4858588.080478515, -9237036.349718083 4858588.080478515, -9237036.349718083 4858618.080478515))",41000,3,1,1
3450,"POLYGON ((-9237018.910444148 4858480.921495629, -9237038.910444148 4858500.921495629, -9237058.910444148 4858480.921495629, -9237018.910444148 4858480.921495629, -9237058.910444148 4858480.921495629, -9237058.910444148 4858450.921495629, -9237043.910444148 4858450.921495629, -9237043.910444148 4858465.921495629, -9237033.910444148 4858465.921495629, -9237033.910444148 4858450.921495629, -9237043.910444148 4858450.921495629, -9237018.910444148 4858450.921495629, -9237018.910444148 4858480.921495629))",35000,4,2,2
3451,"POLYGON ((-9236990.509838171 4858524.1893498665, -9237010.509838171 4858544.1893498665, -9237030.509838171 4858524.1893498665, -9236990.509838171 4858524.1893498665, -9237030.509838171 4858524.1893498665, -9237030.509838171 4858494.1893498665, -9237015.509838171 4858494.1893498665, -9237015.509838171 4858509.1893498665, -9237005.509838171 4858509.1893498665, -9237005.509838171 4858494.1893498665, -9237015.509838171 4858494.1893498665, -9236990.509838171 4858494.1893498665, -9236990.509838171 4858524.1893498665))",66000,3,1,1
3452,"POLYGON ((-9236931.083463617 4858499.364791271, -9236951.083463617 4858519.364791271, -9236971.083463617 4858499.364791271, -9236931.083463617 4858499.364791271, -9236971.083463617 4858499.364791271, -9236971.083463617 4858469.364791271, -9236956.083463617 4858469.364791271, -9236956.083463617 4858484.364791271, -9236946.083463617 4858484.364791271, -9236946.083463617 4858469.364791271, -9236956.083463617 4858469.364791271, -9236931.083463617 4858469.364791271, -9236931.083463617 4858499.364791271))",60000,4,2,2
3453,"POLYGON ((-9237057.201901326 4858528.152701458, -9237077.201901326 4858548.152701458, -9237097.201901326 4858528.152701458, -9237057.201901326 4858528.152701458, -9237097.201901326 4858528.152701458, -9237097.201901326 4858498.152701458, -9237082.201901326 4858498.152701458, -9237082.201901326 4858513.152701458, -9237072.201901326 4858513.152701458, -9237072.201901326 4858498.152701458, -9237082.201901326 4858498.152701458, -9237057.201901326 4858498.152701458, -9237057.201901326 4858528.152701458))",115000,1,0,0
3454,"POLYGON ((-9237063.067744117 4858474.9772920925, -9237083.067744117 4858494.9772920925, -9237103.067744117 4858474.9772920925, -9237063.067744117 4858474.9772920925, -9237103.067744117 4858474.9772920925, -9237103.067744117 4858444.9772920925, -9237088.067744117 4858444.9772920925, -9237088.067744117 4858459.9772920925, -9237078.067744117 4858459.9772920925, -9237078.067744117 4858444.9772920925, -9237088.067744117 4858444.9772920925, -9237063.067744117 4858444.9772920925, -9237063.067744117 4858474.9772920925))",113000,1,1,1
3455,"POLYGON ((-9236885.026499426 4858412.734125792, -9236905.026499426 4858432.734125792, -9236925.026499426 4858412.734125792, -9236885.026499426 4858412.734125792, -9236925.026499426 4858412.734125792, -9236925.026499426 4858382.734125792, -9236910.026499426 4858382.734125792, -9236910.026499426 4858397.734125792, -9236900.026499426 4858397.734125792, -9236900.026499426 4858382.734125792, -9236910.026499426 4858382.734125792, -9236885.026499426 4858382.734125792, -9236885.026499426 4858412.734125792))",37000,3,2,1
3456,"POLYGON ((-9236918.96861899 4858365.617345425, -9236938.96861899 4858385.617345425, -9236958.96861899 4858365.617345425, -9236918.96861899 4858365.617345425, -9236958.96861899 4858365.617345425, -9236958.96861899 4858335.617345425, -9236943.96861899 4858335.617345425, -9236943.96861899 4858350.617345425, -9236933.96861899 4858350.617345425, -9236933.96861899 4858335.617345425, -9236943.96861899 4858335.617345425, -9236918.96861899 4858335.617345425, -9236918.96861899 4858365.617345425))",50000,4,3,3
3457,"POLYGON ((-9236889.061248554 4858494.4794371, -9236909.061248554 4858514.4794371, -9236929.061248554 4858494.4794371, -9236889.061248554 4858494.4794371, -9236929.061248554 4858494.4794371, -9236929.061248554 4858464.4794371, -9236914.061248554 4858464.4794371, -9236914.061248554 4858479.4794371, -9236904.061248554 4858479.4794371, -9236904.061248554 4858464.4794371, -9236914.061248554 4858464.4794371, -9236889.061248554 4858464.4794371, -9236889.061248554 4858494.4794371))",101000,4,1,0
